11649	672.891522328458
10976	328.7534687697956
558	324.54552369144346
641	322.5053771432067
10808	279.7795114851741
142	268.6708619264934
126	256.70827353755686
807	242.81748273330683
786	205.96203499861906
544	203.3974987229223
79269	180.96010111815468
151	169.39908034030145
501	165.31218826531347
143	162.53389332669553
3147	148.1646410992318
3647	148.12384164579842
3351	144.40336784397869
3213	142.3281206043867
78909	130.77742722121198
17234	130.5588206196328
441	129.00927183006584
51	122.76284620854742
2846	109.6777969839135
457	108.20308024859068
452	107.90262853558784
145	103.44095263043485
663	98.65666099778133
70768	96.543281171848
2024	95.54072882489602
251	94.21910405281946
129	93.96863856158649
7985	92.57885203824623
31703	92.48004343500753
277	91.95468984947729
2842	83.40279362424852
3659	83.34443518281428
57365	82.1860885736985
611	81.88105890727759
164	80.93179249618555
3006	79.40205441489583
994	77.09255391044074
628	76.75456875433056
3058	76.42491694608619
3015	76.402592315216
3	76.03599931258638
80295	75.90349734831119
144	75.39658601838286
2993	75.24774759293723
2850	73.03920847173447
527	72.705020997946
